iidcolonia,iidentidad,iidalcaldia,iidcodigop,cdescripcion,iestatus
8237,9,1,01000,San Ángel,1
8238,9,1,01010,Los Alpes,1
8239,9,1,01020,Guadalupe Inn,1
8240,9,1,01030,Florida,1
8241,9,1,01030,Axotla,1
8242,9,1,01040,Campestre,1
8243,9,1,01048,Las Águilas,1
8244,9,1,01049,Tlacopac,1
8245,9,1,01050,Ex-Hacienda de Guadalupe Chimalistac,1
8246,9,1,01060,Altavista,1
8247,9,1,01060,San Ángel Inn,1
8248,9,1,01070,Chimalistac,1
8249,9,1,01080,Progreso Tizapan,1
8250,9,1,01089,Ermita Tizapan,1
8251,9,1,01090,Loreto,1
8252,9,1,01090,La Otra Banda,1
8253,9,1,01090,Tizapan,1
8254,9,1,01100,Lomas de Santo Domingo,1
8255,9,1,01100,Pólvora,1
8256,9,1,01109,La Conchita,1
8257,9,1,01110,Ampliación El Capulín,1
8258,9,1,01110,Belém de las Flores,1
8259,9,1,01110,El Capulín,1
8260,9,1,01110,Liberales de 1857,1
8261,9,1,01120,Sears Roebuck,1
8262,9,1,01120,Las Américas,1
8263,9,1,01120,Acueducto,1
8264,9,1,01120,Hidalgo,1
8265,9,1,01120,Cove,1
8266,9,1,01125,Ampliación Acueducto,1
8267,9,1,01130,Paraíso,1
8268,9,1,01130,Molino de Santo Domingo,1
8269,9,1,01130,Molino de Santo Domingo,1
8270,9,1,01130,Real del Monte,1
8271,9,1,01139,Reacomodo Pino Suárez,1
8272,9,1,01140,José Maria Pino Suárez,1
8273,9,1,01140,Bellavista,1
8274,9,1,01150,Cristo Rey,1
8275,9,1,01150,Tolteca,1
8276,9,1,01160,1a Victoria,1
8277,9,1,01160,Bosque,1
8278,9,1,01160,Maria G. de García Ruiz,1
8279,9,1,01160,Isidro Fabela,1
8280,9,1,01170,Abraham M. González,1
8281,9,1,01170,Santa Fe IMSS,1
8282,9,1,01180,8 de Agosto,1
8283,9,1,01180,San Pedro de los Pinos,1
8284,9,1,01180,Carola,1
8285,9,1,01184,Nelli Campo Bello,1
8286,9,1,01200,Arturo Martínez,1
8287,9,1,01210,Santa Fe,1
8288,9,1,01219,Lomas de Santa Fe,1
8289,9,1,01220,Mártires de Tacubaya,1
8290,9,1,01220,Cuevitas,1
8291,9,1,01220,Zenón Delgado,1
8292,9,1,01220,Bonanza,1
8293,9,1,01220,El Cuernito,1
8294,9,1,01220,La Estrella,1
8295,9,1,01230,Campo de Tiro los Gamitos,1
8296,9,1,01230,El Piru Santa Fe,1
8297,9,1,01230,Los Gamitos,1
8298,9,1,01230,Tlapechico,1
8299,9,1,01230,El Piru 2a Ampliación,1
8300,9,1,01239,La Huerta,1
8301,9,1,01240,Pueblo Nuevo,1
8302,9,1,01250,Margarita Maza de Juárez,1
8303,9,1,01250,El Árbol,1
8304,9,1,01250,Ladera,1
8305,9,1,01250,Lomas de Nuevo México,1
8306,9,1,01250,Tecolalco,1
8307,9,1,01259,La Mexicana 2a Ampliación,1
8308,9,1,01259,Ampliación La Cebada,1
8309,9,1,01260,La Palmita,1
8310,9,1,01260,Liberación Proletaria,1
8311,9,1,01260,Ampliación La Mexicana,1
8312,9,1,01260,La Mexicana,1
8313,9,1,01260,Calzada Jalalpa,1
8314,9,1,01269,2a Sección Cañada,1
8315,9,1,01269,1a Sección Cañada,1
8316,9,1,01270,El Tejocote,1
8317,9,1,01270,La Presa,1
8318,9,1,01270,Golondrinas,1
8319,9,1,01270,Golondrinas 1a Sección,1
8320,9,1,01270,Lomas de Capula,1
8321,9,1,01270,Golondrinas 2a Sección,1
8322,9,1,01275,Villa Solidaridad,1
8323,9,1,01276,El Pirul,1
8324,9,1,01278,Desarrollo Urbano,1
8325,9,1,01279,Lomas de Becerra,1
8326,9,1,01280,Arvide,1
8327,9,1,01280,El Pocito,1
8328,9,1,01280,Francisco Villa,1
8329,9,1,01280,Lomas de Becerra,1
8330,9,1,01280,La Joya,1
8331,9,1,01285,El Rodeo,1
8332,9,1,01289,Reacomodo El Cuernito,1
8333,9,1,01290,Presidentes,1
8334,9,1,01290,Piloto Adolfo López Mateos,1
8335,9,1,01296,Ampliación Jalalpa,1
8336,9,1,01296,Jalalpa Tepito,1
8337,9,1,01296,Jalalpa Tepito 2a Ampliación,1
8338,9,1,01298,Ampliación Piloto Adolfo López Mateos,1
8339,9,1,01299,2a Ampliación Presidentes,1
8340,9,1,01299,1a Ampliación Presidentes,1
8341,9,1,01310,San Gabriel,1
8342,9,1,01320,Carlos A. Madrazo,1
8343,9,1,01330,Paseo de las Lomas,1
8344,9,1,01340,Bejero del Pueblo Santa Fe,1
8345,9,1,01376,Santa Fe La Loma,1
8346,9,1,01376,Santa Fe Centro Ciudad,1
8347,9,1,01376,Santa Fe,1
8348,9,1,01376,Santa Fe Peña Blanca,1
8349,9,1,01377,Jalalpa El Grande,1
8350,9,1,01379,Antonio Carrillo Flores,1
8351,9,1,01389,Santa Fe Tlayapaca,1
8352,9,1,01400,Preconcreto,1
8353,9,1,01400,Olivar del Conde 1a Sección,1
8354,9,1,01407,Galeana,1
8355,9,1,01408,Olivar del Conde 2a Sección,1
8356,9,1,01410,Barrio Norte,1
8357,9,1,01410,Palmas,1
8358,9,1,01419,Minas Cristo Rey,1
8359,9,1,01420,Santa María Nonoalco,1
8360,9,1,01420,Sacramento,1
8361,9,1,01430,Colina del Sur,1
8362,9,1,01440,Abeto,1
8363,9,1,01450,Cañada del Olivar,1
8364,9,1,01450,Batallón de San Patricio,1
8365,9,1,01450,Hogar y Redención,1
8366,9,1,01450,Unidad Popular Emiliano Zapata,1
8367,9,1,01460,Alfonso XIII,1
8368,9,1,01470,Alfalfar,1
8369,9,1,01470,Molino de Rosas,1
8370,9,1,01480,Lomas de Plateros,1
8371,9,1,01490,Torres de Mixcoac,1
8372,9,1,01490,La Cascada,1
8373,9,1,01500,Miguel Gaona Armenta,1
8374,9,1,01500,Santa Lucía,1
8375,9,1,01509,Santa Lucía Chantepec,1
8376,9,1,01510,Garcimarrero,1
8377,9,1,01510,Los Cedros,1
8378,9,1,01510,La Araña,1
8379,9,1,01520,Estado de Hidalgo,1
8380,9,1,01520,Piru Santa Lucía,1
8381,9,1,01520,Ampliación Los Pirules,1
8382,9,1,01520,Ampliación Estado de Hidalgo,1
8383,9,1,01520,El Politoco,1
8384,9,1,01530,Corpus Christy,1
8385,9,1,01537,Universal,1
8386,9,1,01538,Tepopotla,1
8387,9,1,01539,Acuilotla,1
8388,9,1,01539,Cooperativa Unión Olivos,1
8389,9,1,01540,Balcones de Cehuayo,1
8390,9,1,01540,Providencia,1
8391,9,1,01540,Llano Redondo,1
8392,9,1,01540,Punta de Cehuaya,1
8393,9,1,01540,Cehuaya,1
8394,9,1,01548,Villa Progresista,1
8395,9,1,01549,Dos Ríos del Pueblo Santa Lucía,1
8396,9,1,01550,Tepeaca,1
8397,9,1,01550,Ampliación Tepeaca,1
8398,9,1,01550,Rinconada Las Cuevitas,1
8399,9,1,01560,Canutillo,1
8400,9,1,01560,Ave Real,1
8401,9,1,01560,Canutillo 3a Sección,1
8402,9,1,01560,Canutillo 2a Sección,1
8403,9,1,01566,Hueytlale,1
8404,9,1,01567,Tepeaca,1
8405,9,1,01569,Reacomodo Valentín Gómez Farías,1
8406,9,1,01588,Tarango,1
8407,9,1,01590,El Rincón,1
8408,9,1,01600,Sociedad Cooperativa Unión Poder Popular,1
8409,9,1,01600,Merced Gómez,1
8410,9,1,01610,Profesor J. Arturo López Martínez,1
8411,9,1,01610,Colinas de Tarango,1
8412,9,1,01618,Arcos Centenario,1
8413,9,1,01618,Ex-Hacienda de Tarango,1
8414,9,1,01619,Rinconada de Tarango,1
8415,9,1,01619,La Martinica,1
8416,9,1,01620,Lomas de Tarango,1
8417,9,1,01630,Puerta Grande,1
8418,9,1,01630,Belém de las Flores,1
8419,9,1,01630,Los Juristas,1
8420,9,1,01630,Lomas de Puerta Grande,1
8421,9,1,01640,Herón Proal,1
8422,9,1,01645,Ponciano Arriaga,1
8423,9,1,01650,Ampliación Tlacuitlapa,1
8424,9,1,01650,2o Reacomodo Tlacuitlapa,1
8425,9,1,01650,La Milagrosa,1
8426,9,1,01650,Palmas Axotitla,1
8427,9,1,01650,Tlacuitlapa,1
8428,9,1,01650,Santa Lucía Chantepec,1
8429,9,1,01650,El Ruedo,1
8430,9,1,01700,2a Del Moral del Pueblo de Tetelpan,1
8431,9,1,01700,San Agustín del Pueblo Tetelpan,1
8432,9,1,01700,La Joyita del Pueblo Tetelpan,1
8433,9,1,01700,Ocotillos del Pueblo Tetelpan,1
8434,9,1,01700,Tetelpan,1
8435,9,1,01700,Tecalcapa del Pueblo Tetelpan,1
8436,9,1,01708,El Mirador del Pueblo Tetelpan,1
8437,9,1,01708,El Encino del Pueblo Tetelpan,1
8438,9,1,01710,Las Águilas,1
8439,9,1,01710,Ampliación Alpes,1
8440,9,1,01720,Lomas de Guadalupe,1
8441,9,1,01729,Alcantarilla,1
8442,9,1,01730,Lomas de las Águilas,1
8443,9,1,01730,Puente Colorado,1
8444,9,1,01740,La Peñita del Pueblo Tetelpan,1
8445,9,1,01740,San Clemente Norte,1
8446,9,1,01740,San Clemente Sur,1
8447,9,1,01750,Las Águilas 1a Sección,1
8448,9,1,01750,Las Águilas 3er Parque,1
8449,9,1,01750,Las Águilas 2o Parque,1
8450,9,1,01759,Ampliación Las Águilas,1
8451,9,1,01760,Atlamaya,1
8452,9,1,01760,La Herradura del Pueblo Tetelpan,1
8453,9,1,01760,Flor de María,1
8454,9,1,01770,San José del Olivar,1
8455,9,1,01770,La Angostura,1
8456,9,1,01780,Tizampampano del Pueblo Tetelpan,1
8457,9,1,01780,Olivar de los Padres,1
8458,9,1,01788,El Olivarito,1
8459,9,1,01789,Miguel Hidalgo,1
8460,9,1,01790,Lomas de San Ángel Inn,1
8461,9,1,01790,Lomas de los Ángeles del Pueblo Tetelpan,1
8462,9,1,01800,San Bartolo Ameyalco,1
8463,9,1,01807,Rancho San Francisco Pueblo San Bartolo Ameyalco,1
8464,9,1,01810,Villa Verdún,1
8465,9,1,01820,Ejido San Mateo,1
8466,9,1,01820,Lomas Axomiatla,1
8467,9,1,01830,Santa Rosa Xochiac,1
8468,9,1,01840,Torres de Potrero,1
8469,9,1,01849,Rincón de la Bolsa,1
8470,9,1,01849,Rancho del Carmen del Pueblo San Bartolo Ameyalco,1
8471,9,1,01856,Paraje del Caballito,1
8472,9,1,01857,Lomas de Chamontoya,1
8473,9,1,01859,Tlacoyaque,1
8474,9,1,01860,Lomas de La Era,1
8475,9,1,01863,Lomas del Capulín,1
8476,9,1,01870,Lomas de los Cedros,1
8477,9,1,01900,Jardines del Pedregal,1
8478,9,1,01904,San Jerónimo Aculco,1
8479,9,1,01940,Rancho Anzaldo y Contreras,1
8480,9,1,01990,Pedregal,1
8481,9,2,02000,Centro de Azcapotzalco,1
8482,9,2,02010,Los Reyes,1
8483,9,2,02010,Nuevo Barrio San Rafael,1
8484,9,2,02010,San Rafael,1
8485,9,2,02020,Santo Tomás,1
8486,9,2,02020,San Marcos,1
8487,9,2,02040,San Sebastián,1
8488,9,2,02040,Del Maestro,1
8489,9,2,02050,Libertad,1
8490,9,2,02050,Wake,1
8491,9,2,02050,Santa María Malinalco,1
8492,9,2,02060,Sindicato Mexicano de Electricistas,1
8493,9,2,02060,Un Hogar Para Cada Trabajador,1
8494,9,2,02070,Palestina,1
8495,9,2,02070,Del Recreo,1
8496,9,2,02070,Nextengo,1
8497,9,2,02070,Nextengo,1
8498,9,2,02070,Azcapotzalco,1
8499,9,2,02080,Sector Naval,1
8500,9,2,02080,Clavería,1
8501,9,2,02090,San Álvaro,1
8502,9,2,02099,Ángel Zimbrón,1
8503,9,2,02100,El Rosario,1
8504,9,2,02100,Los Oyameles,1
8505,9,2,02109,Manuel Rivera Anaya CROC 1,1
8506,9,2,02109,CROC 6 Olimpia,1
8507,9,2,02120,San Martín Xochinahuac,1
8508,9,2,02128,Nueva El Rosario,1
8509,9,2,02129,Nueva España,1
8510,9,2,02130,Tierra Nueva,1
8511,9,2,02140,Santa Inés,1
8512,9,2,02150,Azcapotzalco Pasteros,1
8513,9,2,02150,Pasteros,1
8514,9,2,02160,Santo Domingo,1
8515,9,2,02169,Villas de Azcapotzalco,1
8516,9,2,02200,Reynosa Tamaulipas,1
8517,9,2,02230,Santa Bárbara,1
8518,9,2,02240,San Andrés,1
8519,9,2,02240,Ticoman,1
8520,9,2,02240,San Andrés,1
8521,9,2,02240,San Andrés Fase II,1
8522,9,2,02250,Santa Catarina,1
8523,9,2,02260,Pitolaca,1
8524,9,2,02300,Industrial Vallejo,1
8525,9,2,02310,Ferrería,1
8526,9,2,02320,San Andrés de las Salinas,1
8527,9,2,02330,Huautla de las Salinas,1
8528,9,2,02340,Santa Cruz de las Salinas,1
8529,9,2,02350,Jardines de Ceylán,1
8530,9,2,02360,Las Salinas,1
8531,9,2,02400,Rinconada el Olivar,1
8532,9,2,02400,San Juan Tlihuaca,1
8533,9,2,02400,San Juan Tlihuaca,1
8534,9,2,02409,Rosendo Salazar,1
8535,9,2,02410,Prados del Rosario,1
8536,9,2,02419,Trabajadores de PEMEX,1
8537,9,2,02420,Francisco Villa,1
8538,9,2,02420,Ex-Hacienda El Rosario,1
8539,9,2,02430,Presidente Madero,1
8540,9,2,02440,Providencia,1
8541,9,2,02450,Las Trancas,1
8542,9,2,02450,Miguel Hidalgo,1
8543,9,2,02459,Tezozomoc,1
8544,9,2,02460,Axolahua,1
8545,9,2,02460,La Preciosa,1
8546,9,2,02470,Ampliación Petrolera,1
8547,9,2,02479,Lázaro Cárdenas,1
8548,9,2,02480,Petrolera,1
8549,9,2,02490,San Mateo,1
8550,9,2,02490,Kervin,1
8551,9,2,02500,Unidad Cuitlahuac,1
8552,9,2,02510,El Jagüey,1
8553,9,2,02510,Pantaco,1
8554,9,2,02519,El Jagüey,1
8555,9,2,02520,Estación Pantaco,1
8556,9,2,02525,Granjas Pantaco Campamento Ferrocarrilero,1
8557,9,2,02530,Jardín Azpeitia,1
8558,9,2,02540,Hogares Ferrocarrileros,1
8559,9,2,02600,Pro-Hogar,1
8560,9,2,02630,Coltongo,1
8561,9,2,02630,Coltongo,1
8562,9,2,02640,Monte Alto,1
8563,9,2,02650,Trabajadores de Hierro,1
8564,9,2,02660,Euzkadi,1
8565,9,2,02670,Cosmopolita,1
8566,9,2,02680,Potrero del Llano,1
8567,9,2,02700,San Miguel Amantla,1
8568,9,2,02710,San Pedro Xalpa,1
8569,9,2,02710,San Isidro,1
8570,9,2,02718,Las Armas,1
8571,9,2,02719,Ampliación San Pedro Xalpa,1
8572,9,2,02720,San Antonio,1
8573,9,2,02720,San Bartolo Cahualtongo,1
8574,9,2,02729,Campo Encantado,1
8575,9,2,02730,San Francisco Tetecala,1
8576,9,2,02739,Miguel Lerdo de Tejada,1
8577,9,2,02750,Santiago Ahuizotla,1
8578,9,2,02750,La Escuadra,1
8579,9,2,02750,La Providencia,1
8580,9,2,02760,Santa Lucía,1
8581,9,2,02760,Industrial San Antonio,1
8582,9,2,02770,Santa Cruz Acayucan,1
8583,9,2,02780,Plenitud,1
8584,9,2,02790,Santa Apolonia,1
8585,9,2,02800,Nueva Santa María,1
8586,9,2,02810,Ignacio Allende,1
8587,9,2,02810,Victoria de las Democracias,1
8588,9,2,02830,San Bernabé,1
8589,9,2,02830,Toronja,1
8590,9,2,02840,Obrero Popular,1
8591,9,2,02840,Cobre de México,1
8592,9,2,02850,Tlatilco,1
8593,9,2,02860,Tlatilco,1
8594,9,2,02870,San Salvador Xochimanca,1
8595,9,2,02900,Aguilera,1
8596,9,2,02910,Aldana,1
8597,9,2,02920,Ampliación Cosmopolita,1
8598,9,2,02930,Liberación,1
8599,9,2,02940,Porvenir,1
8600,9,2,02950,Del Gas,1
8601,9,2,02960,San Francisco Xocotitla,1
8602,9,2,02970,Ampliación Del Gas,1
8603,9,2,02980,Patrimonio Familiar,1
8604,9,2,02980,Arenal,1
8605,9,2,02990,La Raza,1
8606,9,3,03000,Piedad Narvarte,1
8607,9,3,03010,Atenor Salas,1
8608,9,3,03020,Esperanza,1
8609,9,3,03020,Narvarte Poniente,1
8610,9,3,03023,Narvarte Oriente,1
8611,9,3,03023,Unidad Narvarte IMSS,1
8612,9,3,03100,Del Valle Centro,1
8613,9,3,03100,Insurgentes San Borja,1
8614,9,3,03103,Del Valle Norte,1
8615,9,3,03104,Del Valle Sur,1
8616,9,3,03200,Tlacoquemécatl,1
8617,9,3,03220,Centro Urbano Presidente Miguel Alemán,1
8618,9,3,03230,Actipan,1
8619,9,3,03240,Acacias,1
8620,9,3,03300,Portales Sur,1
8621,9,3,03303,Portales Norte,1
8622,9,3,03310,Santa Cruz Atoyac,1
8623,9,3,03313,Modulo Social las Flores,1
8624,9,3,03320,Residencial Emperadores,1
8625,9,3,03330,Xoco,1
8626,9,3,03340,General Pedro María Anaya,1
8627,9,3,03400,Álamos,1
8628,9,3,03410,Postal,1
8629,9,3,03420,Miguel Alemán,1
8630,9,3,03430,Josefa Ortiz de Domínguez,1
8631,9,3,03440,Niños Héroes,1
8632,9,3,03500,Nativitas,1
8633,9,3,03510,Moderna,1
8634,9,3,03520,Iztaccihuatl,1
8635,9,3,03530,Villa de Cortes,1
8636,9,3,03540,Del Carmen,1
8637,9,3,03550,Zacahuitzco,1
8638,9,3,03560,Albert,1
8639,9,3,03570,Portales Oriente,1
8640,9,3,03580,Miravalle,1
8641,9,3,03590,Ermita,1
8642,9,3,03600,Vértiz Narvarte,1
8643,9,3,03610,Américas Unidas,1
8644,9,3,03620,Periodista,1
8645,9,3,03630,Independencia,1
8646,9,3,03640,Del Lago,1
8647,9,3,03650,Letrán Valle,1
8648,9,3,03660,San Simón Ticumac,1
8649,9,3,03700,Santa María Nonoalco,1
8650,9,3,03710,Ciudad de los Deportes,1
8651,9,3,03720,Nochebuena,1
8652,9,3,03730,San Juan,1
8653,9,3,03740,Extremadura Insurgentes,1
8654,9,3,03800,San Pedro de los Pinos,1
8655,9,3,03810,Nápoles,1
8656,9,3,03820,8 de Agosto,1
8657,9,3,03840,Ampliación Nápoles,1
8658,9,3,03900,San José Insurgentes,1
8659,9,3,03910,Mixcoac,1
8660,9,3,03920,Insurgentes Mixcoac,1
8661,9,3,03930,Merced Gómez,1
8662,9,3,03940,Crédito Constructor,1
8663,9,4,04000,Villa Coyoacán,1
8664,9,4,04010,Barrio Santa Catarina,1
8665,9,4,04020,Barrio La Concepción,1
8666,9,4,04030,Barrio San Lucas,1
8667,9,4,04040,Parque San Andrés,1
8668,9,4,04100,Del Carmen,1
8669,9,4,04120,San Diego Churubusco,1
8670,9,4,04120,San Mateo,1
8671,9,4,04200,Campestre Churubusco,1
8672,9,4,04210,Churubusco Country Club,1
8673,9,4,04230,Prado Churubusco,1
8674,9,4,04239,Ermita Churubusco,1
8675,9,4,04240,Hermosillo,1
8676,9,4,04250,Paseos de Taxqueña,1
8677,9,4,04259,20 de Agosto,1
8678,9,4,04260,San Francisco Culhuacán Barrio de San Juan,1
8679,9,4,04260,San Francisco Culhuacán Barrio de San Francisco,1
8680,9,4,04260,San Francisco Culhuacán Barrio de La Magdalena,1
8681,9,4,04260,San Francisco Culhuacán Barrio de Santa Ana,1
8682,9,4,04270,Santa Martha del Sur Quetzalcoatl,1
8683,9,4,04300,Ajusco,1
8684,9,4,04307,Ajusco Montserrat,1
8685,9,4,04309,Pedregal de Monserrat,1
8686,9,4,04310,Monte de Piedad,1
8687,9,4,04310,Romero de Terreros,1
8688,9,4,04317,ISSSTE,1
8689,9,4,04318,Barrio Oxtopulco Universidad,1
8690,9,4,04319,Torres de Chimalistac,1
8691,9,4,04319,Fortín de Chimalistac,1
8692,9,4,04320,Romero de Terreros,1
8693,9,4,04320,Cuadrante de San Francisco,1
8694,9,4,04320,Pedregal de San Francisco,1
8695,9,4,04326,Villa de San Francisco,1
8696,9,4,04327,Rincón de Guanajuato,1
8697,9,4,04330,Barrio del Niño Jesús,1
8698,9,4,04330,El Rosedal,1
8699,9,4,04330,Pedregal de Coyoacán,1
8700,9,4,04330,Pueblo de los Reyes,1
8701,9,4,04330,Pacifico,1
8702,9,4,04330,Rosedal,1
8703,9,4,04330,Rinconada de los Reyes,1
8704,9,4,04336,Zapata,1
8705,9,4,04337,Montserrat,1
8706,9,4,04338,Mariana,1
8707,9,4,04340,Copilco Universidad ISSSTE,1
8708,9,4,04340,Insurgentes San Ángel,1
8709,9,4,04340,Copilco El Bajo,1
8710,9,4,04350,Integración Latinoamericana,1
8711,9,4,04350,Copilco,1
8712,9,4,04350,Villas Copilco,1
8713,9,4,04350,Acasulco,1
8714,9,4,04359,Empleados Federales,1
8715,9,4,04360,Copilco El Alto,1
8716,9,4,04360,Copilco Universidad,1
8717,9,4,04368,Residencial la Cantera,1
8718,9,4,04369,Pedregal de Santo Domingo,1
8719,9,4,04370,Atlántida,1
8720,9,4,04370,Xotepingo 101,1
8721,9,4,04370,Ciudad Jardín,1
8722,9,4,04380,El Rosario,1
8723,9,4,04380,Pueblo La Candelaria,1
8724,9,4,04390,Nueva Díaz Ordaz,1
8725,9,4,04390,Huayamilpas,1
8726,9,4,04400,Educación,1
8727,9,4,04410,Petrolera Taxqueña,1
8728,9,4,04410,Tlalpan FOVISSSTE,1
